id,age,sex,sleep,stress,shift,fatigue,fatigue_label,sex_label,age_group
17795,51,0.0,8.88,4.5,1,0,Rendah,Female,Senior (>45)
17796,19,,4.63,5.8,1,1,Sedang,,Muda (<30)
17797,32,1.0,6.94,4.1,1,0,Rendah,Male,Dewasa (30-45)
17798,37,0.0,7.56,6.8,1,1,Sedang,Female,Dewasa (30-45)
17799,28,1.0,4.7,6.4,1,2,Tinggi,Male,Muda (<30)
17800,43,0.0,7.14,4.2,1,0,Rendah,Female,Dewasa (30-45)
17801,58,0.0,5.21,8.8,1,1,Sedang,Female,Senior (>45)
17802,54,1.0,4.82,6.5,1,2,Tinggi,Male,Senior (>45)
17803,26,1.0,7.09,5.4,1,1,Sedang,Male,Muda (<30)
17804,25,1.0,4.7,8.2,1,2,Tinggi,Male,Muda (<30)
17805,56,1.0,7.44,6.4,1,1,Sedang,Male,Senior (>45)
17806,32,0.0,8.04,1.2,1,0,Rendah,Female,Dewasa (30-45)
17807,25,0.0,5.78,7.0,1,1,Sedang,Female,Muda (<30)
17808,41,1.0,7.86,6.1,1,1,Sedang,Male,Dewasa (30-45)
17809,27,1.0,5.52,5.7,1,1,Sedang,Male,Muda (<30)
17810,26,0.0,5.99,6.5,1,1,Sedang,Female,Muda (<30)
17811,49,1.0,7.13,2.1,1,0,Rendah,Male,Senior (>45)
17812,23,1.0,8.5,4.5,1,0,Rendah,Male,Muda (<30)
17813,20,0.0,5.53,5.8,1,1,Sedang,Female,Muda (<30)
17814,26,0.0,7.2,3.9,1,0,Rendah,Female,Muda (<30)
17815,37,0.0,8.45,2.3,1,0,Rendah,Female,Dewasa (30-45)
17816,22,0.0,5.63,5.4,1,1,Sedang,Female,Muda (<30)
17817,32,1.0,7.13,5.4,1,1,Sedang,Male,Dewasa (30-45)
17818,38,0.0,3.75,7.1,1,2,Tinggi,Female,Dewasa (30-45)
17819,47,1.0,6.15,6.7,1,1,Sedang,Male,Senior (>45)
17820,25,0.0,6.17,6.1,1,1,Sedang,Female,Muda (<30)
17821,45,0.0,6.0,6.5,1,1,Sedang,Female,Dewasa (30-45)
17822,25,1.0,4.55,6.8,1,2,Tinggi,Male,Muda (<30)
17823,39,0.0,6.35,7.2,1,1,Sedang,Female,Dewasa (30-45)
17824,31,1.0,6.82,5.1,1,1,Sedang,Male,Dewasa (30-45)
17825,22,0.0,7.2,6.7,1,1,Sedang,Female,Muda (<30)
17826,41,1.0,5.36,6.9,1,1,Sedang,Male,Dewasa (30-45)
17827,25,1.0,5.37,7.1,1,1,Sedang,Male,Muda (<30)
17828,24,1.0,6.14,5.1,1,1,Sedang,Male,Muda (<30)
17829,29,0.0,6.47,6.3,1,1,Sedang,Female,Muda (<30)
17830,39,0.0,7.35,6.6,1,1,Sedang,Female,Dewasa (30-45)
17831,25,0.0,5.66,7.3,1,1,Sedang,Female,Muda (<30)
17832,24,1.0,9.58,1.8,1,0,Rendah,Male,Muda (<30)
17833,18,1.0,5.09,5.1,1,1,Sedang,Male,Muda (<30)
17834,32,1.0,5.23,6.0,1,1,Sedang,Male,Dewasa (30-45)
17835,31,1.0,7.52,6.1,1,1,Sedang,Male,Dewasa (30-45)
17836,25,0.0,7.26,5.5,1,1,Sedang,Female,Muda (<30)
17837,20,0.0,5.91,6.8,1,1,Sedang,Female,Muda (<30)
17838,31,0.0,6.13,3.9,1,1,Sedang,Female,Dewasa (30-45)
17839,44,0.0,5.66,7.5,1,1,Sedang,Female,Dewasa (30-45)
17840,41,0.0,5.35,7.3,1,1,Sedang,Female,Dewasa (30-45)
17841,48,1.0,7.72,7.0,1,1,Sedang,Male,Senior (>45)
17842,18,,6.92,1.9,1,0,Rendah,,Muda (<30)
17843,57,1.0,6.19,4.3,1,1,Sedang,Male,Senior (>45)
17844,28,1.0,6.95,5.9,1,1,Sedang,Male,Muda (<30)
17845,63,1.0,7.13,7.1,1,1,Sedang,Male,Senior (>45)
17846,26,1.0,7.18,3.1,1,0,Rendah,Male,Muda (<30)
17847,32,1.0,5.4,5.3,1,1,Sedang,Male,Dewasa (30-45)
17848,29,1.0,5.25,7.4,1,1,Sedang,Male,Muda (<30)
17849,29,1.0,5.75,5.5,1,1,Sedang,Male,Muda (<30)
17850,47,0.0,5.57,6.4,1,1,Sedang,Female,Senior (>45)
17851,42,0.0,5.22,6.7,1,1,Sedang,Female,Dewasa (30-45)
17852,64,1.0,5.96,8.4,1,1,Sedang,Male,Senior (>45)
17853,37,0.0,5.35,10.0,1,1,Sedang,Female,Dewasa (30-45)
17854,32,1.0,7.44,3.2,1,0,Rendah,Male,Dewasa (30-45)
17855,21,0.0,5.77,7.9,1,1,Sedang,Female,Muda (<30)
17856,67,0.0,5.82,6.6,1,1,Sedang,Female,Senior (>45)
17857,35,1.0,6.74,4.9,1,0,Rendah,Male,Dewasa (30-45)
17858,40,0.0,5.9,6.3,1,1,Sedang,Female,Dewasa (30-45)
17859,30,1.0,4.7,9.2,1,2,Tinggi,Male,Muda (<30)
17860,35,0.0,7.39,4.1,1,0,Rendah,Female,Dewasa (30-45)
17861,54,1.0,8.61,4.4,1,0,Rendah,Male,Senior (>45)
17862,23,0.0,6.6,4.2,1,0,Rendah,Female,Muda (<30)
17863,27,1.0,3.49,8.2,1,2,Tinggi,Male,Muda (<30)
17864,23,0.0,8.71,4.1,1,0,Rendah,Female,Muda (<30)
17865,44,0.0,5.03,6.3,1,1,Sedang,Female,Dewasa (30-45)
17866,20,1.0,4.34,7.4,1,2,Tinggi,Male,Muda (<30)
17867,21,0.0,6.85,3.5,1,0,Rendah,Female,Muda (<30)
17868,27,1.0,6.84,6.1,1,1,Sedang,Male,Muda (<30)
17869,34,0.0,7.53,2.5,1,0,Rendah,Female,Dewasa (30-45)
17870,30,,5.07,6.8,1,1,Sedang,,Muda (<30)
17871,19,0.0,7.15,4.2,1,0,Rendah,Female,Muda (<30)
17872,56,0.0,7.41,1.8,1,0,Rendah,Female,Senior (>45)
17873,55,1.0,7.0,6.8,1,1,Sedang,Male,Senior (>45)
17874,26,1.0,7.34,3.0,1,0,Rendah,Male,Muda (<30)
17875,41,1.0,5.33,8.0,1,1,Sedang,Male,Dewasa (30-45)
17876,36,0.0,8.88,5.9,1,1,Sedang,Female,Dewasa (30-45)
17877,25,0.0,7.54,3.1,1,0,Rendah,Female,Muda (<30)
17878,26,0.0,5.77,6.9,1,1,Sedang,Female,Muda (<30)
17879,33,0.0,5.21,4.6,1,1,Sedang,Female,Dewasa (30-45)
17880,31,1.0,6.1,5.4,1,1,Sedang,Male,Dewasa (30-45)
17881,27,0.0,4.13,7.3,1,2,Tinggi,Female,Muda (<30)
17882,45,0.0,5.91,7.0,1,1,Sedang,Female,Dewasa (30-45)
17883,33,0.0,7.95,1.0,1,0,Rendah,Female,Dewasa (30-45)
17884,39,1.0,5.96,7.1,1,1,Sedang,Male,Dewasa (30-45)
17885,24,0.0,6.14,8.1,1,1,Sedang,Female,Muda (<30)
17886,34,0.0,6.79,8.4,1,1,Sedang,Female,Dewasa (30-45)
17887,27,1.0,7.18,5.1,1,1,Sedang,Male,Muda (<30)
17888,34,0.0,8.48,4.4,1,0,Rendah,Female,Dewasa (30-45)
17889,44,1.0,7.43,6.3,1,1,Sedang,Male,Dewasa (30-45)
17890,43,0.0,7.24,6.8,1,1,Sedang,Female,Dewasa (30-45)
17891,29,0.0,6.08,6.0,1,1,Sedang,Female,Muda (<30)
17892,40,0.0,4.88,9.1,1,2,Tinggi,Female,Dewasa (30-45)
17893,54,0.0,4.22,6.3,1,2,Tinggi,Female,Senior (>45)
17894,38,1.0,7.29,4.6,1,0,Rendah,Male,Dewasa (30-45)
17895,23,1.0,6.05,5.4,1,1,Sedang,Male,Muda (<30)
17896,39,1.0,6.19,1.0,1,1,Sedang,Male,Dewasa (30-45)
17897,21,1.0,8.67,3.9,1,0,Rendah,Male,Muda (<30)
17898,48,1.0,7.59,4.5,1,0,Rendah,Male,Senior (>45)
17899,34,1.0,7.95,6.9,1,1,Sedang,Male,Dewasa (30-45)
17900,30,1.0,6.81,5.5,1,1,Sedang,Male,Muda (<30)
17901,20,1.0,7.44,6.5,1,1,Sedang,Male,Muda (<30)
17902,30,0.0,8.51,5.1,1,1,Sedang,Female,Muda (<30)
17903,51,0.0,6.75,5.6,1,1,Sedang,Female,Senior (>45)
17904,18,0.0,8.77,4.9,1,0,Rendah,Female,Muda (<30)
17905,33,1.0,6.41,7.2,1,1,Sedang,Male,Dewasa (30-45)
17906,53,1.0,4.69,4.4,1,1,Sedang,Male,Senior (>45)
17907,30,0.0,10.34,1.8,1,0,Rendah,Female,Muda (<30)
17908,31,0.0,5.74,3.8,1,1,Sedang,Female,Dewasa (30-45)
17909,36,0.0,8.26,4.6,1,0,Rendah,Female,Dewasa (30-45)
17910,32,0.0,5.81,6.2,1,1,Sedang,Female,Dewasa (30-45)
17911,23,0.0,5.72,5.1,1,1,Sedang,Female,Muda (<30)
17912,18,1.0,5.2,5.4,1,1,Sedang,Male,Muda (<30)
17913,37,0.0,7.11,2.7,1,0,Rendah,Female,Dewasa (30-45)
17914,52,1.0,7.59,6.0,1,1,Sedang,Male,Senior (>45)
17915,21,1.0,5.49,5.1,1,1,Sedang,Male,Muda (<30)
17916,25,1.0,6.67,5.2,1,1,Sedang,Male,Muda (<30)
17917,29,1.0,7.48,4.0,1,0,Rendah,Male,Muda (<30)
17918,45,0.0,5.96,4.9,1,1,Sedang,Female,Dewasa (30-45)
17919,26,0.0,5.91,4.3,1,1,Sedang,Female,Muda (<30)
17920,49,1.0,8.9,5.0,1,0,Rendah,Male,Senior (>45)
17921,20,0.0,8.06,4.5,1,0,Rendah,Female,Muda (<30)
17922,54,1.0,4.53,7.2,1,2,Tinggi,Male,Senior (>45)
17923,35,1.0,6.34,5.8,1,1,Sedang,Male,Dewasa (30-45)
17924,39,1.0,5.55,5.8,1,1,Sedang,Male,Dewasa (30-45)
17925,29,1.0,8.79,2.6,1,0,Rendah,Male,Muda (<30)
17926,44,0.0,3.43,8.8,1,2,Tinggi,Female,Dewasa (30-45)
17927,23,0.0,5.04,6.0,1,1,Sedang,Female,Muda (<30)
17928,19,0.0,4.6,7.2,1,2,Tinggi,Female,Muda (<30)
17929,30,0.0,6.3,5.2,1,1,Sedang,Female,Muda (<30)
17930,47,1.0,6.23,7.2,1,1,Sedang,Male,Senior (>45)
17931,42,1.0,4.8,7.3,1,2,Tinggi,Male,Dewasa (30-45)
17932,34,0.0,6.85,6.2,1,1,Sedang,Female,Dewasa (30-45)
17933,36,1.0,7.83,6.1,1,1,Sedang,Male,Dewasa (30-45)
17934,22,1.0,6.43,4.9,1,1,Sedang,Male,Muda (<30)
17935,47,1.0,4.94,6.0,1,1,Sedang,Male,Senior (>45)
17936,44,0.0,6.34,7.0,1,1,Sedang,Female,Dewasa (30-45)
17937,39,1.0,7.13,5.7,1,1,Sedang,Male,Dewasa (30-45)
17938,32,1.0,6.88,4.6,1,0,Rendah,Male,Dewasa (30-45)
17939,57,1.0,8.11,3.6,1,0,Rendah,Male,Senior (>45)
17940,49,1.0,5.38,5.4,1,1,Sedang,Male,Senior (>45)
17941,38,1.0,7.31,6.7,1,1,Sedang,Male,Dewasa (30-45)
17942,29,1.0,5.35,6.3,1,1,Sedang,Male,Muda (<30)
17943,37,1.0,8.0,4.0,1,0,Rendah,Male,Dewasa (30-45)
17944,36,1.0,7.82,6.5,1,1,Sedang,Male,Dewasa (30-45)
17945,30,0.0,6.39,7.1,1,1,Sedang,Female,Muda (<30)
17946,27,1.0,7.5,4.6,1,0,Rendah,Male,Muda (<30)
17947,30,0.0,9.03,2.9,1,0,Rendah,Female,Muda (<30)
17948,36,1.0,7.12,4.3,1,0,Rendah,Male,Dewasa (30-45)
17949,31,0.0,5.33,7.3,1,1,Sedang,Female,Dewasa (30-45)
17950,26,1.0,10.37,3.4,1,0,Rendah,Male,Muda (<30)
17951,43,1.0,5.36,5.4,1,1,Sedang,Male,Dewasa (30-45)
17952,34,1.0,7.12,4.8,1,0,Rendah,Male,Dewasa (30-45)
17953,20,0.0,7.54,5.4,1,1,Sedang,Female,Muda (<30)
17954,29,0.0,5.31,6.3,1,1,Sedang,Female,Muda (<30)
17955,49,1.0,7.24,6.4,1,1,Sedang,Male,Senior (>45)
17956,42,0.0,6.63,3.6,1,0,Rendah,Female,Dewasa (30-45)
17957,28,0.0,7.08,4.3,1,0,Rendah,Female,Muda (<30)
17958,54,0.0,4.22,5.5,1,1,Sedang,Female,Senior (>45)
17959,20,0.0,5.7,6.8,1,1,Sedang,Female,Muda (<30)
17960,57,0.0,5.12,5.4,1,1,Sedang,Female,Senior (>45)
17961,26,0.0,7.35,6.2,1,1,Sedang,Female,Muda (<30)
17962,18,0.0,7.38,5.5,1,1,Sedang,Female,Muda (<30)
17963,31,0.0,3.69,8.4,1,2,Tinggi,Female,Dewasa (30-45)
17964,29,0.0,4.87,6.9,1,2,Tinggi,Female,Muda (<30)
17965,35,0.0,5.07,6.5,1,1,Sedang,Female,Dewasa (30-45)
17966,44,1.0,8.09,3.7,1,0,Rendah,Male,Dewasa (30-45)
17967,47,1.0,4.77,6.7,1,2,Tinggi,Male,Senior (>45)
17968,30,0.0,5.99,7.9,1,1,Sedang,Female,Muda (<30)
17969,31,1.0,7.11,6.3,1,1,Sedang,Male,Dewasa (30-45)
17970,23,,7.65,3.8,1,0,Rendah,,Muda (<30)
17971,19,0.0,6.32,5.5,1,1,Sedang,Female,Muda (<30)
17972,38,1.0,6.16,6.5,1,1,Sedang,Male,Dewasa (30-45)
17973,20,1.0,6.74,6.9,1,1,Sedang,Male,Muda (<30)
17974,42,0.0,6.38,6.1,1,1,Sedang,Female,Dewasa (30-45)
17975,35,1.0,7.37,2.9,1,0,Rendah,Male,Dewasa (30-45)
17976,24,1.0,4.96,5.9,1,1,Sedang,Male,Muda (<30)
17977,35,1.0,4.62,5.9,1,1,Sedang,Male,Dewasa (30-45)
17978,24,1.0,8.85,3.4,1,0,Rendah,Male,Muda (<30)
17979,31,1.0,5.57,5.7,1,1,Sedang,Male,Dewasa (30-45)
17980,44,1.0,5.79,8.2,1,1,Sedang,Male,Dewasa (30-45)
17981,32,0.0,6.51,6.0,1,1,Sedang,Female,Dewasa (30-45)
17982,23,0.0,5.15,7.3,1,1,Sedang,Female,Muda (<30)
17983,41,1.0,5.31,10.0,1,1,Sedang,Male,Dewasa (30-45)
17984,24,0.0,8.29,3.0,1,0,Rendah,Female,Muda (<30)
17985,42,0.0,6.55,4.8,1,0,Rendah,Female,Dewasa (30-45)
17986,33,1.0,6.26,5.4,1,1,Sedang,Male,Dewasa (30-45)
17987,32,0.0,6.38,6.9,1,1,Sedang,Female,Dewasa (30-45)
17988,47,1.0,5.56,8.2,1,1,Sedang,Male,Senior (>45)
17989,41,0.0,8.48,4.5,1,0,Rendah,Female,Dewasa (30-45)
17990,19,1.0,5.25,8.2,1,1,Sedang,Male,Muda (<30)
17991,27,0.0,6.31,6.3,1,1,Sedang,Female,Muda (<30)
17992,48,0.0,6.15,3.5,1,1,Sedang,Female,Senior (>45)
17993,18,0.0,7.79,6.0,1,1,Sedang,Female,Muda (<30)
17994,35,0.0,6.16,9.3,1,1,Sedang,Female,Dewasa (30-45)
17995,41,0.0,6.67,7.2,1,1,Sedang,Female,Dewasa (30-45)
17996,37,1.0,6.09,7.1,1,1,Sedang,Male,Dewasa (30-45)
17997,43,,7.34,5.3,1,1,Sedang,,Dewasa (30-45)
17998,41,0.0,5.96,4.2,1,1,Sedang,Female,Dewasa (30-45)
17999,40,1.0,5.25,6.1,1,1,Sedang,Male,Dewasa (30-45)
18000,46,0.0,8.08,5.5,1,1,Sedang,Female,Senior (>45)
18001,38,0.0,6.35,6.2,1,1,Sedang,Female,Dewasa (30-45)
18002,30,0.0,8.92,5.2,1,1,Sedang,Female,Muda (<30)
18003,32,0.0,6.77,5.7,1,1,Sedang,Female,Dewasa (30-45)
18004,41,1.0,7.27,5.5,1,1,Sedang,Male,Dewasa (30-45)
18005,49,1.0,6.24,2.4,1,1,Sedang,Male,Senior (>45)
18006,26,0.0,5.68,5.7,1,1,Sedang,Female,Muda (<30)
18007,28,0.0,9.49,7.6,1,1,Sedang,Female,Muda (<30)
18008,53,0.0,8.44,8.8,1,1,Sedang,Female,Senior (>45)
18009,36,1.0,6.44,4.3,1,1,Sedang,Male,Dewasa (30-45)
18010,24,0.0,9.88,4.7,1,0,Rendah,Female,Muda (<30)
18011,39,0.0,7.81,4.6,1,0,Rendah,Female,Dewasa (30-45)
18012,64,0.0,5.16,8.5,1,1,Sedang,Female,Senior (>45)
18013,46,0.0,6.75,7.0,1,1,Sedang,Female,Senior (>45)
18014,42,0.0,6.12,5.7,1,1,Sedang,Female,Dewasa (30-45)
18015,25,1.0,3.74,7.8,1,2,Tinggi,Male,Muda (<30)
18016,49,0.0,8.15,5.7,1,1,Sedang,Female,Senior (>45)
18017,34,0.0,5.04,6.7,1,1,Sedang,Female,Dewasa (30-45)
18018,50,0.0,9.38,3.8,1,0,Rendah,Female,Senior (>45)
18019,28,1.0,8.18,4.8,1,0,Rendah,Male,Muda (<30)
18020,20,1.0,5.9,6.5,1,1,Sedang,Male,Muda (<30)
18021,33,1.0,7.71,4.9,1,0,Rendah,Male,Dewasa (30-45)
18022,26,0.0,4.81,7.7,1,2,Tinggi,Female,Muda (<30)
18023,41,1.0,6.24,4.5,1,1,Sedang,Male,Dewasa (30-45)
18024,56,0.0,6.83,5.0,1,0,Rendah,Female,Senior (>45)
18025,40,1.0,6.38,4.4,1,1,Sedang,Male,Dewasa (30-45)
18026,49,1.0,5.88,4.3,1,1,Sedang,Male,Senior (>45)
18027,32,1.0,6.3,8.4,1,1,Sedang,Male,Dewasa (30-45)
18028,43,1.0,8.57,4.0,1,0,Rendah,Male,Dewasa (30-45)
18029,47,0.0,8.57,2.9,1,0,Rendah,Female,Senior (>45)
18030,41,0.0,8.5,3.6,1,0,Rendah,Female,Dewasa (30-45)
18031,34,0.0,7.35,5.0,1,0,Rendah,Female,Dewasa (30-45)
18032,38,1.0,7.07,5.0,1,0,Rendah,Male,Dewasa (30-45)
18033,40,0.0,5.22,3.4,1,1,Sedang,Female,Dewasa (30-45)
18034,26,0.0,5.6,6.6,1,1,Sedang,Female,Muda (<30)
18035,45,1.0,7.01,2.5,1,0,Rendah,Male,Dewasa (30-45)
18036,55,0.0,5.96,2.9,1,1,Sedang,Female,Senior (>45)
18037,32,1.0,5.55,3.4,1,1,Sedang,Male,Dewasa (30-45)
18038,40,1.0,8.19,3.6,1,0,Rendah,Male,Dewasa (30-45)
18039,42,0.0,5.85,6.7,1,1,Sedang,Female,Dewasa (30-45)
18040,39,0.0,4.89,5.1,1,1,Sedang,Female,Dewasa (30-45)
18041,35,1.0,6.08,7.4,1,1,Sedang,Male,Dewasa (30-45)
18042,49,0.0,6.77,7.0,1,1,Sedang,Female,Senior (>45)
18043,32,1.0,7.73,4.9,1,0,Rendah,Male,Dewasa (30-45)
18044,20,0.0,4.96,7.5,1,2,Tinggi,Female,Muda (<30)
18045,47,0.0,7.25,5.9,1,1,Sedang,Female,Senior (>45)
18046,39,1.0,7.33,4.9,1,0,Rendah,Male,Dewasa (30-45)
18047,47,0.0,8.48,4.2,1,0,Rendah,Female,Senior (>45)
18048,22,0.0,6.83,3.5,1,0,Rendah,Female,Muda (<30)
18049,19,0.0,5.58,6.3,1,1,Sedang,Female,Muda (<30)
18050,53,0.0,4.99,7.3,1,2,Tinggi,Female,Senior (>45)
18051,23,1.0,8.34,2.6,1,0,Rendah,Male,Muda (<30)
18052,45,0.0,5.72,7.2,1,1,Sedang,Female,Dewasa (30-45)
18053,46,0.0,6.85,6.6,1,1,Sedang,Female,Senior (>45)
18054,41,1.0,5.35,6.6,1,1,Sedang,Male,Dewasa (30-45)
18055,22,0.0,5.04,10.0,1,1,Sedang,Female,Muda (<30)
18056,39,0.0,8.53,5.6,1,1,Sedang,Female,Dewasa (30-45)
18057,50,0.0,4.58,8.1,1,2,Tinggi,Female,Senior (>45)
18058,31,0.0,5.32,9.5,1,1,Sedang,Female,Dewasa (30-45)
18059,31,1.0,4.89,6.5,1,2,Tinggi,Male,Dewasa (30-45)
18060,32,1.0,6.78,6.7,1,1,Sedang,Male,Dewasa (30-45)
18061,21,0.0,7.01,6.6,1,1,Sedang,Female,Muda (<30)
18062,50,0.0,8.53,4.4,1,0,Rendah,Female,Senior (>45)
18063,48,1.0,5.4,4.9,1,1,Sedang,Male,Senior (>45)
18064,68,1.0,5.86,4.6,1,1,Sedang,Male,Senior (>45)
18065,36,0.0,5.85,4.2,1,1,Sedang,Female,Dewasa (30-45)
18066,42,1.0,3.71,7.4,1,2,Tinggi,Male,Dewasa (30-45)
18067,24,0.0,5.38,8.8,1,1,Sedang,Female,Muda (<30)
18068,39,0.0,5.78,7.6,1,1,Sedang,Female,Dewasa (30-45)
18069,38,0.0,4.92,6.9,1,2,Tinggi,Female,Dewasa (30-45)
18070,50,0.0,8.77,4.8,1,0,Rendah,Female,Senior (>45)
18071,46,1.0,6.34,2.3,1,1,Sedang,Male,Senior (>45)
18072,54,1.0,4.52,7.9,1,2,Tinggi,Male,Senior (>45)
18073,48,0.0,7.78,6.1,1,1,Sedang,Female,Senior (>45)
18074,48,1.0,5.97,7.0,1,1,Sedang,Male,Senior (>45)
18075,20,1.0,5.11,5.4,1,1,Sedang,Male,Muda (<30)
18076,47,0.0,9.05,1.2,1,0,Rendah,Female,Senior (>45)
18077,37,1.0,5.84,5.3,1,1,Sedang,Male,Dewasa (30-45)
18078,30,1.0,5.34,7.8,1,1,Sedang,Male,Muda (<30)
18079,20,1.0,8.15,5.3,1,1,Sedang,Male,Muda (<30)
18080,39,1.0,6.27,9.1,1,1,Sedang,Male,Dewasa (30-45)
18081,28,1.0,4.96,6.9,1,2,Tinggi,Male,Muda (<30)
18082,32,1.0,5.85,4.3,1,1,Sedang,Male,Dewasa (30-45)
18083,40,1.0,3.98,5.8,1,1,Sedang,Male,Dewasa (30-45)
18084,51,0.0,7.63,4.2,1,0,Rendah,Female,Senior (>45)
18085,46,0.0,7.35,3.6,1,0,Rendah,Female,Senior (>45)
18086,32,1.0,5.63,7.9,1,1,Sedang,Male,Dewasa (30-45)
18087,30,1.0,6.12,6.6,1,1,Sedang,Male,Muda (<30)
18088,25,0.0,8.72,6.7,1,1,Sedang,Female,Muda (<30)
18089,29,1.0,5.67,6.8,1,1,Sedang,Male,Muda (<30)
18090,22,1.0,8.73,3.9,1,0,Rendah,Male,Muda (<30)
18091,58,0.0,8.59,1.0,1,0,Rendah,Female,Senior (>45)
18092,36,1.0,6.28,6.5,1,1,Sedang,Male,Dewasa (30-45)
18093,22,1.0,7.74,4.8,1,0,Rendah,Male,Muda (<30)
18094,29,1.0,4.9,7.8,1,2,Tinggi,Male,Muda (<30)
18095,35,1.0,8.23,5.0,1,0,Rendah,Male,Dewasa (30-45)
18096,34,1.0,8.64,3.3,1,0,Rendah,Male,Dewasa (30-45)
18097,19,0.0,6.55,5.2,1,1,Sedang,Female,Muda (<30)
18098,55,0.0,6.3,5.6,1,1,Sedang,Female,Senior (>45)
18099,26,0.0,7.13,6.4,1,1,Sedang,Female,Muda (<30)
18100,18,0.0,4.7,6.0,1,1,Sedang,Female,Muda (<30)
18101,20,1.0,4.4,6.4,1,2,Tinggi,Male,Muda (<30)
18102,36,1.0,5.92,6.4,1,1,Sedang,Male,Dewasa (30-45)
18103,22,1.0,5.34,7.1,1,1,Sedang,Male,Muda (<30)
18104,19,1.0,6.24,4.2,1,1,Sedang,Male,Muda (<30)
18105,30,1.0,5.01,5.7,1,1,Sedang,Male,Muda (<30)
18106,37,1.0,4.37,6.7,1,2,Tinggi,Male,Dewasa (30-45)
18107,22,0.0,7.1,5.0,1,0,Rendah,Female,Muda (<30)
18108,27,1.0,8.09,7.2,1,1,Sedang,Male,Muda (<30)
18109,31,1.0,7.54,6.5,1,1,Sedang,Male,Dewasa (30-45)
18110,23,1.0,3.0,7.2,1,2,Tinggi,Male,Muda (<30)
18111,34,1.0,6.62,3.5,1,0,Rendah,Male,Dewasa (30-45)
18112,21,0.0,5.25,7.9,1,1,Sedang,Female,Muda (<30)
18113,19,0.0,4.32,5.3,1,1,Sedang,Female,Muda (<30)
18114,34,1.0,5.4,4.3,1,1,Sedang,Male,Dewasa (30-45)
18115,26,0.0,4.8,7.6,1,2,Tinggi,Female,Muda (<30)
18116,21,0.0,5.62,5.7,1,1,Sedang,Female,Muda (<30)
18117,31,1.0,7.36,6.1,1,1,Sedang,Male,Dewasa (30-45)
18118,52,1.0,6.17,5.2,1,1,Sedang,Male,Senior (>45)
18119,41,1.0,5.84,6.8,1,1,Sedang,Male,Dewasa (30-45)
18120,45,1.0,8.82,1.0,1,0,Rendah,Male,Dewasa (30-45)
18121,48,0.0,5.78,6.7,1,1,Sedang,Female,Senior (>45)
18122,59,1.0,5.55,7.1,1,1,Sedang,Male,Senior (>45)
18123,43,1.0,7.6,6.0,1,1,Sedang,Male,Dewasa (30-45)
18124,37,0.0,7.74,4.8,1,0,Rendah,Female,Dewasa (30-45)
18125,29,1.0,4.55,6.4,1,2,Tinggi,Male,Muda (<30)
18126,24,0.0,6.82,5.3,1,1,Sedang,Female,Muda (<30)
18127,40,0.0,6.02,7.3,1,1,Sedang,Female,Dewasa (30-45)
18128,66,0.0,8.92,3.1,1,0,Rendah,Female,Senior (>45)
18129,32,0.0,8.16,4.8,1,0,Rendah,Female,Dewasa (30-45)
18130,41,1.0,6.3,4.5,1,1,Sedang,Male,Dewasa (30-45)
18131,33,0.0,4.62,7.9,1,2,Tinggi,Female,Dewasa (30-45)
18132,31,0.0,5.9,5.7,1,1,Sedang,Female,Dewasa (30-45)
18133,31,0.0,4.9,5.7,1,1,Sedang,Female,Dewasa (30-45)
18134,34,1.0,4.62,5.1,1,1,Sedang,Male,Dewasa (30-45)
18135,29,1.0,5.52,5.8,1,1,Sedang,Male,Muda (<30)
18136,42,1.0,5.57,5.1,1,1,Sedang,Male,Dewasa (30-45)
18137,49,0.0,7.88,5.5,1,1,Sedang,Female,Senior (>45)
18138,49,1.0,5.29,5.8,1,1,Sedang,Male,Senior (>45)
18139,25,1.0,7.06,4.9,1,0,Rendah,Male,Muda (<30)
18140,50,0.0,9.0,4.3,1,0,Rendah,Female,Senior (>45)
18141,28,0.0,8.08,6.6,1,1,Sedang,Female,Muda (<30)
18142,27,1.0,8.4,5.8,1,1,Sedang,Male,Muda (<30)
18143,41,1.0,5.93,5.8,1,1,Sedang,Male,Dewasa (30-45)
18144,27,1.0,9.14,3.6,1,0,Rendah,Male,Muda (<30)
18145,20,0.0,5.89,4.1,1,1,Sedang,Female,Muda (<30)
18146,29,0.0,6.3,6.3,1,1,Sedang,Female,Muda (<30)
18147,41,0.0,6.09,4.9,1,1,Sedang,Female,Dewasa (30-45)
18148,28,0.0,7.95,4.7,1,0,Rendah,Female,Muda (<30)
18149,38,0.0,7.18,6.6,1,1,Sedang,Female,Dewasa (30-45)
18150,39,,3.96,7.7,1,2,Tinggi,,Dewasa (30-45)
18151,42,1.0,8.14,3.3,1,0,Rendah,Male,Dewasa (30-45)
18152,50,0.0,5.4,6.7,1,1,Sedang,Female,Senior (>45)
18153,31,0.0,6.21,4.0,1,1,Sedang,Female,Dewasa (30-45)
18154,23,1.0,6.77,7.1,1,1,Sedang,Male,Muda (<30)
18155,28,0.0,7.13,7.7,1,1,Sedang,Female,Muda (<30)
18156,31,1.0,4.48,6.3,1,2,Tinggi,Male,Dewasa (30-45)
18157,41,1.0,5.35,5.8,1,1,Sedang,Male,Dewasa (30-45)
18158,18,1.0,5.29,7.4,1,1,Sedang,Male,Muda (<30)
